,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-03-03,18:22:42.218,    6.32,    3.51,    6.18,    3.57,    6.15,    2.87,,,,,,,   18.65,    9.95,     18740,   28.59,   73.26,   40.35,   73.40,   40.57,   73.00,   40.38,,,,,,,  219.66,  121.30,     18740,  340.96,    238.31,    131.24,    369.55
2023-03-03,18:22:42.319,    4.68,    3.60,    4.66,    3.68,    4.41,    3.05,,,,,,,   13.76,   10.33,     18930,   24.09,   76.28,   40.49,   76.30,   40.39,   76.07,   40.20,,,,,,,  228.65,  121.09,     18920,  349.74,    242.41,    131.42,    373.83
2023-03-03,18:22:42.418,    9.58,    3.77,    9.46,    3.70,    9.38,    3.20,,,,,,,   28.42,   10.67,     18740,   39.09,   69.52,   40.37,   69.64,   40.38,   69.64,   40.41,,,,,,,  208.80,  121.16,     18740,  329.96,    237.22,    131.83,    369.05
2023-03-03,18:22:42.518,    5.30,    3.59,    5.33,    3.55,    5.16,    2.97,,,,,,,   15.79,   10.11,     18929,   25.90,   71.48,   39.14,   71.43,   39.05,   71.20,   38.97,,,,,,,  214.11,  117.16,     18929,  331.26,    229.90,    127.26,    357.16
2023-03-03,18:22:42.620,    4.69,    3.58,    4.60,    3.54,    4.48,    3.00,,,,,,,   13.77,   10.12,     18740,   23.89,   73.79,   38.05,   73.76,   38.09,   73.70,   38.00,,,,,,,  221.25,  114.14,     19190,  335.38,    235.01,    124.26,    359.27
2023-03-03,18:22:42.718,   37.17,   19.86,   36.79,   19.75,   36.99,   19.40,,,,,,,  110.95,   59.00,     18810,  169.96,   87.52,   67.46,   87.42,   67.56,   87.80,   67.54,,,,,,,  262.75,  202.55,     18360,  465.29,    373.70,    261.55,    635.25
2023-03-03,18:22:42.818,   36.10,   14.39,   35.73,   13.91,   35.91,   13.89,,,,,,,  107.74,   42.18,     18740,  149.92,  145.86,   88.81,  145.54,   89.08,  146.01,   88.97,,,,,,,  437.40,  266.86,     18760,  704.27,    545.14,    309.05,    854.19
2023-03-03,18:22:42.919,   25.35,   12.91,   24.99,   12.34,   25.11,   12.05,,,,,,,   75.45,   37.30,     18930,  112.75,  176.57,   78.90,  176.58,   79.13,  176.74,   79.27,,,,,,,  529.90,  237.30,     18930,  767.19,    605.35,    274.60,    879.95
2023-03-03,18:22:43.019,    5.11,    4.14,    5.11,    4.00,    4.83,    3.60,,,,,,,   15.05,   11.75,     18750,   26.80,  148.18,   72.00,  148.17,   72.09,  148.04,   71.98,,,,,,,  444.39,  216.07,     18740,  660.46,    459.44,    227.82,    687.26
2023-03-03,18:22:43.119,   19.19,    7.31,   19.08,    7.12,   18.66,    6.40,,,,,,,   56.93,   20.83,     18910,   77.76,  176.01,   90.08,  176.01,   90.14,  176.20,   90.06,,,,,,,  528.22,  270.28,     18910,  798.50,    585.15,    291.11,    876.26
2023-03-03,18:22:43.219,    6.42,    7.33,    6.09,    6.85,    6.03,    6.47,,,,,,,   18.54,   20.65,     18730,   39.20,  164.67,   69.68,  164.78,   69.81,  164.70,   69.79,,,,,,,  494.15,  209.28,     18730,  703.43,    512.69,    229.93,    742.63
2023-03-03,18:22:43.320,   39.53,   15.62,   39.72,   15.41,   39.33,   15.07,,,,,,,  118.58,   46.09,     18930,  164.67,  169.32,  112.49,  169.75,  112.45,  169.69,  112.30,,,,,,,  508.76,  337.24,     18930,  845.99,    627.33,    383.33,   1010.66
2023-03-03,18:22:43.420,    3.92,    4.47,    3.99,    4.46,    3.78,    3.83,,,,,,,   11.69,   12.76,     18740,   24.45,   70.14,   59.40,   70.25,   59.48,   70.20,   59.30,,,,,,,  210.59,  178.19,     18750,  388.78,    222.28,    190.95,    413.24
2023-03-03,18:22:43.520,    9.80,    6.08,    9.83,    6.23,    9.74,    5.72,,,,,,,   29.37,   18.03,     18939,   47.40,   77.28,   82.11,   77.38,   82.29,   77.30,   82.13,,,,,,,  231.96,  246.53,     18929,  478.49,    261.33,    264.56,    525.89
2023-03-03,18:22:43.620,   27.73,   11.50,   27.41,   11.36,   27.51,   10.99,,,,,,,   82.64,   33.85,     18740,  116.49,  190.83,  217.69,  191.05,  217.62,  190.80,  217.66,,,,,,,  572.68,  652.97,     18930, 1225.65,    655.33,    686.82,   1342.14
2023-03-03,18:22:43.719,   26.28,   12.94,   26.17,   13.02,   26.17,   12.68,,,,,,,   78.62,   38.64,     18740,  117.26,  197.07,  202.93,  197.00,  203.06,  196.85,  203.17,,,,,,,  590.92,  609.16,     18550, 1200.08,    669.54,    647.80,   1317.33
2023-03-03,18:22:43.820,    7.56,    5.03,    7.58,    4.90,    7.35,    4.34,,,,,,,   22.49,   14.28,     18930,   36.77,  195.43,  196.45,  195.52,  196.46,  195.48,  196.43,,,,,,,  586.44,  589.34,     18940, 1175.78,    608.93,    603.62,   1212.55
